t,d
1,0.000484524
2,0.000161508
3,0.000915212
4,0.00026918
5,-0.000376852
6,0
7,0.000969048
8,-0.00026918
9,-0.000323016
10,0.00107672
11,0.000484524
12,-0.000107672
13,0.00118439
14,5.3836e-05
15,-0.000753704
16,0.00053836
17,0.000699868
18,-0.000861376
19,0.000484524
20,0.00129206
21,-0.000376852
22,-5.3836e-05
23,0.00183042
24,-0.000161508
25,-0.000915212
26,0.00118439
27,0.000430688
28,-0.00161508
29,0.000969048
30,0.00102288
31,-0.000915212
32,0.000215344
33,0.00220728
34,-0.00080754
35,-0.000915212
36,0.00123823
37,0.000107672
38,-0.00161508
39,0.00145357
40,0.000861376
41,-0.0013459
42,0.00118439
43,0.00199193
44,-0.0013459
45,-0.000107672
46,0.00156124
47,-0.000484524
48,-0.00118439
49,0.00172275
50,0.000484524
51,-0.000969048
52,0.00102288
53,0.00166892
54,-0.000969048
55,-0.00026918
56,0.00139974
57,-0.000107672
58,-0.00102288
59,0.00102288
60,0.000592196
61,-0.00026918
62,0.000323016
63,0.00102288
64,-0.00026918
65,0
66,0.000861376
67,0
68,-0.000699868
69,0.000861376
70,0.000592196
71,-0.000376852
72,0.000430688
73,0.000969048
74,-0.000323016
75,0
76,0.00026918
77,0
78,-0.00053836
79,0.000915212
80,0.000484524
81,-0.000376852
82,0.000592196
83,0.00102288
84,-0.00053836
85,0.000323016
86,5.3836e-05
87,-0.000699868
88,0.000215344
89,0.00129206
90,-0.00026918
91,-0.000484524
92,0.00139974
93,0.000969048
94,-0.0013459
95,0.000376852
96,0.00113056
97,-0.00113056
98,-0.000323016
99,0.00177659
100,-0.000430688
101,-0.000646032
102,0.00199193
103,0.000592196
104,-0.00118439
105,0.00102288
106,0.000592196
107,-0.00129206
108,0
109,0.00161508
110,-0.000699868
111,-0.000107672
112,0.00161508
113,0
114,-0.00080754
115,0.00150741
116,5.3836e-05
117,-0.00129206
118,0.000592196
119,0.0013459
120,-0.000861376
121,0.000107672
122,0.00145357
123,0.000215344
124,-0.000699868
125,0.000861376
126,0.000161508
127,-0.000753704
128,0
129,0.000969048
130,-0.000161508
131,0
132,0.00080754
133,0.00053836
134,-0.000376852
135,0.000592196
136,-0.00026918
137,-0.000484524
138,0.000323016
139,0.00080754
140,-0.000215344
141,0.000161508
142,0.00080754
