t,d
1,0.000592196
2,-0.00053836
3,-5.3836e-05
4,0.000861376
5,0.000215344
6,-0.000484524
7,0.00113056
8,0.000484524
9,-0.000861376
10,0.000323016
11,0.00129206
12,-0.00123823
13,-0.000215344
14,0.00161508
15,0.000215344
16,-0.00113056
17,0.0013459
18,0.000699868
19,-0.00080754
20,-0.000107672
21,0.00102288
22,-0.00080754
23,5.3836e-05
24,0.000646032
25,-5.3836e-05
26,-0.000376852
27,0.00145357
28,0.000323016
29,-0.00080754
30,0.000323016
31,0.000753704
32,-0.00113056
33,0.000430688
34,0.00139974
35,-0.000376852
36,-0.000699868
37,0.00161508
38,0.000484524
39,-0.000753704
40,0.000430688
41,0.000699868
42,-0.000861376
43,0.000215344
44,0.00123823
45,-0.000107672
46,-0.000592196
47,0.0013459
48,0.000107672
49,-0.000646032
50,0.000107672
51,0.00080754
52,-0.000376852
53,0.000107672
54,0.000592196
55,0.000215344
56,-0.000376852
57,0.00129206
58,0.00107672
59,-0.000861376
60,-0.000376852
61,0.00107672
62,-0.000215344
63,0
64,0.000861376
65,-0.000107672
66,-0.000323016
67,0.00172275
68,0.00053836
69,-0.00129206
70,-0.000161508
71,0.00145357
72,-0.000699868
73,-0.000107672
74,0.00129206
75,5.3836e-05
76,-0.00053836
77,0.0013459
78,0.000646032
79,-0.000484524
80,-0.000161508
81,0.000430688
82,-0.000646032
83,0.000323016
84,0.00080754
85,0.000215344
86,-0.000646032
87,0.000484524
88,0.00080754
89,0.000215344
90,-0.000861376
91,0.000323016
92,0.000861376
93,-0.00026918
94,0.000215344
95,0.00129206
96,0
97,0
98,0.00139974
99,0.000215344
100,-0.00150741
101,0.000699868
102,0.000376852
103,-0.000915212
104,0.000484524
105,0.00156124
106,-0.00107672
107,0
108,0.00145357
109,-0.000215344
110,-0.000592196
111,0.0013459
112,-0.000376852
113,-0.000969048
114,0.00107672
115,0.00139974
116,-0.000430688
117,0.000161508
118,0.00107672
119,5.3836e-05
120,-0.000484524
121,0.000376852
122,0.000161508
123,0
124,0.000161508
125,0.000915212
126,-0.000107672
127,-0.000107672
128,0.000161508
129,0.000699868
130,-5.3836e-05
131,0
132,0.000107672
133,0
134,0
135,0.00118439
136,0.000699868
137,-0.000430688
138,0.000215344
139,0.000969048
140,-0.000161508
141,-0.000430688
142,0.000161508
143,0.000323016
144,-0.000376852
145,0.000969048
146,0.000376852
147,-0.00053836
148,-0.000215344
149,0.00123823
150,0.000161508
151,-0.000107672
152,-0.00026918
153,0
154,0.000430688
155,0.00107672
156,0.000323016
157,0.000161508
158,5.3836e-05
159,0
160,0.00026918
161,0.000592196
162,-0.000215344
163,-5.3836e-05
164,0.000484524
165,0.000484524
166,0.000376852
167,0.00053836
168,-0.000861376
169,5.3836e-05
170,0.00145357
171,-0.000161508
172,-0.0013459
173,0.000753704
174,0.00102288
175,0
176,0.000484524
177,0.000753704
178,-0.000861376
179,0.000107672
180,0.00080754
181,-0.000215344
182,-0.000323016
183,0.00080754
184,-0.00026918
185,0.000161508
186,0.000969048
187,0.000484524
188,-0.00026918
