t,d
1,0.00053836
2,-0.00123823
3,0.000592196
4,0.00080754
5,-0.00053836
6,-0.000376852
7,0.00123823
8,-0.00026918
9,-0.000323016
10,0.000969048
11,0.000430688
12,-0.000861376
13,0.000753704
14,0.00080754
15,-0.000699868
16,0.00026918
17,0.00129206
18,-0.000646032
19,-0.000215344
20,0.0013459
21,0.00026918
22,-0.000753704
23,0.000861376
24,0.000484524
25,-0.000376852
26,0.000161508
27,0.00102288
28,-0.000215344
29,0.000161508
30,0.000969048
31,0.000215344
32,-0.000699868
33,0.000699868
34,0.000646032
35,-0.00026918
36,0.000376852
37,0.000376852
38,-5.3836e-05
39,0.000592196
40,0.000753704
41,-0.000161508
42,5.3836e-05
43,0.000753704
44,0
45,-0.00053836
46,0.000484524
47,0.000699868
48,-0.000323016
49,0.000215344
50,0.000646032
51,-0.000107672
52,-0.000161508
53,0.000969048
54,0.000323016
55,-0.000915212
56,0
57,0.00145357
58,-0.000215344
59,-0.000753704
60,0.00102288
61,0.000646032
62,-0.00107672
63,0.000699868
64,0.000969048
65,-0.00102288
66,-0.00026918
67,0.00156124
68,-5.3836e-05
69,-0.000592196
70,0.00102288
71,0.000376852
72,-0.00080754
73,0.00080754
74,0.000323016
75,-0.000861376
76,0
77,0.00118439
78,-5.3836e-05
79,-0.000161508
80,0.000592196
81,0
82,-0.000161508
83,0.000699868
84,-0.00026918
85,-0.000323016
86,0.00080754
87,0.000484524
88,-0.000592196
89,0.000699868
90,0.000323016
91,-0.000161508
92,0.000107672
93,0.000646032
94,-0.000215344
95,-0.000161508
96,0.000484524
97,0.000484524
98,-0.000107672
99,0.00026918
100,0.00026918
101,0.000161508
102,0.000107672
103,0.000215344
104,-5.3836e-05
105,-0.000107672
106,0.000376852
107,0.00053836
108,-0.00026918
109,-0.000215344
110,0.000646032
111,0.000215344
112,-0.000215344
113,0.00053836
114,0.000323016
115,-0.000430688
116,0.000376852
117,0.000753704
118,-0.000484524
119,0.000161508
120,0.00053836
121,0
122,-0.000107672
123,0.00053836
124,-0.000215344
125,-0.000161508
126,0.000430688
127,0.000699868
128,0
129,0.000107672
130,0.000376852
131,0.00053836
132,-5.3836e-05
133,0.000161508
134,0.00026918
135,0
136,0
137,0.000915212
138,0.000161508
139,0.000107672
140,0.00026918
141,0.00026918
142,0
143,0.000323016
144,0.000107672
145,0
146,5.3836e-05
147,0.000430688
148,0.000323016
149,5.3836e-05
150,-5.3836e-05
151,0.00053836
152,0.000430688
153,-0.000161508
154,-5.3836e-05
155,0.000430688
156,0.000161508
157,0.000376852
158,0.000484524
159,5.3836e-05
160,0.000107672
161,0.000699868
162,0
163,0
164,0.000215344
165,0.000107672
166,0.00026918
167,0.00080754
168,-0.000161508
169,0.000107672
170,0.00026918
171,0.00026918
172,0.000107672
173,0.000215344
174,-0.000323016
175,0
176,0.000215344
177,0.00080754
178,5.3836e-05
179,-0.000323016
180,0.000215344
181,0.00102288
182,-0.000323016
183,-0.000484524
184,0.00080754
185,0.000376852
186,-0.000699868
187,0.000699868
188,0.000592196
189,-0.000592196
190,0.000161508
191,0.00118439
192,-0.00053836
193,-0.00026918
194,0.000646032
195,0
196,-0.000107672
197,0.00113056
198,-0.000161508
199,-0.000376852
200,0.00053836
201,0.000646032
202,-0.000861376
203,0.00026918
204,0.00026918
205,-0.00026918
206,0.00053836
207,0.000969048
208,-0.000592196
209,-0.000215344
210,0.000915212
211,0.000484524
212,-0.000430688
213,0.000161508
214,0.000430688
215,5.3836e-05
216,0.000484524
217,0.000323016
218,0
219,0.00026918
220,0.000592196
221,0.000107672
222,-0.000215344
223,0.000107672
224,0.00026918
225,0.000323016
226,0.000323016
227,0.000161508
228,-5.3836e-05
229,0.000646032
230,0.000376852
231,0.000107672
232,0
233,0.000215344
234,0.000215344
235,0.00053836
236,0.000161508
237,5.3836e-05
238,0.00026918
239,0.00053836
240,-0.000107672
241,5.3836e-05
242,0.000430688
243,-0.00026918
244,5.3836e-05
245,0.000915212
246,-5.3836e-05
247,-0.000376852
248,0.00080754
249,0.000484524
250,-0.000376852
251,0.000323016
252,0
253,-0.000161508
254,0.000592196
255,0.000323016
256,-0.000376852
257,0.000430688
258,0.000376852
259,0.000107672
260,-0.000161508
261,0.00053836
262,-5.3836e-05
263,0
264,0.000376852
265,0.000161508
266,-0.000484524
267,0.00080754
268,0.000861376
269,-0.000161508
270,0.000161508
271,0.000915212
272,-0.000430688
273,5.3836e-05
274,0.000915212
275,-0.000161508
276,-0.000323016
277,0.00107672
278,0.000323016
279,-0.00053836
280,0.000161508
281,0.000699868
282,-0.000430688
283,0.000161508
284,0.000323016
285,-0.000323016
286,-0.000161508
287,0.00123823
288,0
289,-0.000376852
290,0.000376852
291,0.000592196
292,-0.000215344
293,0.000215344
294,0.00026918
295,0.000107672
296,0.000161508
297,0.000484524
298,0
299,0.000215344
300,-0.00026918
301,0.000376852
302,0.000376852
303,-0.000107672
304,-0.000592196
305,0.000376852
306,0.000161508
307,0.000323016
308,-5.3836e-05
309,0.000323016
310,0.00026918
311,-5.3836e-05
312,0.000215344
313,0.00053836
314,-0.000161508
315,0
316,0.00026918
317,0.000323016
318,0
319,0.000592196
320,0.000215344
321,-0.000161508
322,5.3836e-05
323,0.000592196
324,-0.00026918
325,0
326,0.000484524
327,0.000323016
328,5.3836e-05
329,0.00053836
330,0.000215344
331,-5.3836e-05
332,0.000161508
333,0.000323016
334,0
335,0
336,5.3836e-05
337,0.000376852
338,0.000646032
339,0.00026918
340,-0.000376852
