t,d
1,-0.00145357
2,0.00026918
3,0.00107672
4,-0.000592196
5,0
6,0.00183042
7,-0.000215344
8,-0.00102288
9,0.00166892
10,0.000699868
11,-0.00145357
12,0.00026918
13,0.000861376
14,-0.000430688
15,-0.000215344
16,0.00166892
17,0.000430688
18,-0.000753704
19,0.000753704
20,0.00107672
21,-0.00129206
22,-0.000107672
23,0.00118439
24,5.3836e-05
25,-0.000484524
26,0.000592196
27,0.000646032
28,-0.000107672
29,0.00026918
30,0.000861376
31,-0.000646032
32,-0.000376852
33,0.00107672
34,0.000323016
35,-0.000592196
36,0.00080754
37,0.00113056
38,-5.3836e-05
39,-0.000376852
40,0.00080754
41,0.000323016
42,-0.000646032
43,5.3836e-05
44,0.000699868
45,-5.3836e-05
46,0.000484524
47,0.000861376
48,-0.000107672
49,0
50,0.000861376
51,0
52,-0.000323016
53,0.00053836
54,0.000323016
55,-5.3836e-05
56,0.000861376
57,0.000323016
58,-0.000107672
59,-5.3836e-05
60,0.000646032
61,0
62,-0.000107672
63,0.000484524
64,0.000215344
65,-0.000215344
66,0.00102288
67,0.00080754
68,-0.00053836
69,0
70,0.00107672
71,-0.000161508
72,-0.000699868
73,0.000484524
74,0.000484524
75,-0.000107672
76,0.00118439
77,0.000430688
78,-0.000861376
79,0.000323016
80,0.00123823
81,-0.000753704
82,-0.000592196
83,0.000646032
84,0.000161508
85,-5.3836e-05
86,0.00129206
87,0.000861376
88,-0.000861376
89,0.000376852
90,0.00118439
91,-0.000915212
92,-0.000376852
93,0.00102288
94,0.000699868
95,-0.00026918
96,0.000592196
97,0.000861376
98,-0.000215344
99,0.000161508
100,0.00107672
101,-0.000484524
102,-0.00107672
103,0.000592196
104,0.00113056
105,-0.000376852
106,0.000215344
107,0.000592196
108,0
109,-5.3836e-05
110,0.00107672
111,-0.000376852
112,-0.000699868
113,0.000699868
114,0.00080754
115,-0.000107672
116,0.00026918
117,0.000753704
118,0.000107672
119,-0.000376852
120,0.000592196
121,-0.000215344
122,-0.000699868
123,0.000699868
124,0.00118439
125,-0.000430688
126,0.00026918
127,0.00107672
128,0
129,-0.00053836
130,0.000753704
131,-5.3836e-05
132,-0.000646032
133,0.000376852
134,0.00139974
135,-0.000861376
136,0.000161508
137,0.00129206
138,0
139,-0.000376852
140,0.000753704
141,-0.000376852
142,-0.000861376
143,0.00053836
144,0.00107672
145,-0.000430688
146,0
147,0.00145357
148,0.000323016
149,-0.000915212
150,0.000592196
151,0.000215344
152,-0.000592196
153,5.3836e-05
154,0.00129206
155,-0.000430688
156,-5.3836e-05
157,0.00177659
158,0.000430688
159,-0.000969048
160,0.000430688
161,0.000107672
162,-0.000376852
163,0
164,0.00107672
165,-0.000376852
166,0
167,0.0013459
168,0.000592196
169,-0.000969048
170,0.000107672
171,0.000646032
172,-0.000376852
173,-0.000215344
174,0.00129206
175,0.00053836
176,-0.000861376
177,0.000753704
178,0.00156124
179,-0.00123823
