t,d
1,0.000402197
2,0.000402197
3,0.000536262
4,0.000536262
5,0.000536262
6,0.000402197
7,0.000402197
8,0.000536262
9,0.000536262
10,0.000536262
11,0.000402197
12,0.000536262
13,0.000536262
14,0.000536262
15,0.000536262
16,0.000402197
17,0.000536262
18,0.000536262
19,0.000536262
20,0.000402197
21,0.000402197
22,0.000536262
23,0.000536262
24,0.000536262
25,0.000402197
26,0.000402197
27,0.000536262
28,0.000536262
29,0.000536262
30,0.000536262
31,0.000402197
32,0.000536262
33,0.000536262
34,0.000536262
35,0.000402197
36,0.000402197
37,0.000402197
38,0.000268131
39,0.000402197
40,0.000268131
41,0.000536262
42,0.000536262
43,0.000402197
44,0.000536262
45,0.000536262
46,0.000536262
47,0.000536262
48,0.000536262
49,0.000536262
50,0.000402197
51,0.000402197
52,0.000402197
53,0.000536262
54,0.000536262
55,0.000402197
56,0.000536262
57,0.000402197
58,0.000536262
59,0.000536262
60,0.000402197
61,0.000402197
62,0.000536262
63,0.000402197
64,0.000536262
65,0.000402197
66,0.000536262
67,0.000536262
68,0.000536262
69,0.000536262
70,0.000536262
71,0.000402197
72,0.000402197
73,0.000402197
74,0.000402197
75,0.000402197
76,0.000536262
77,0.000402197
78,0.000536262
79,0.000536262
80,0.000402197
81,0.000402197
82,0.000402197
83,0.000536262
84,0.000402197
85,0.000402197
86,0.000402197
87,0.000536262
88,0.000536262
89,0.000536262
90,0.000402197
91,0.000402197
92,0.000536262
93,0.000536262
94,0.000536262
95,0.000402197
96,0.000402197
97,0.000402197
98,0.000402197
99,0.000402197
100,0.000268131
101,0.000268131
102,0.000536262
103,0.000536262
104,0.000536262
105,0.000536262
106,0.000536262
107,0.000536262
108,0.000536262
109,0.000536262
110,0.000670328
111,0.000536262
112,0.000536262
113,0.000536262
114,0.000402197
115,0.000536262
116,0.000402197
117,0.000402197
118,0.000536262
119,0.000536262
120,0.000536262
121,0.000402197
122,0.000402197
123,0.000536262
124,0.000402197
125,0.000536262
126,0.000402197
127,0.000402197
128,0.000536262
129,0.000402197
130,0.000536262
131,0.000402197
132,0.000536262
133,0.000402197
134,0.000536262
135,0.000402197
136,0.000402197
137,0.000402197
138,0.000402197
139,0.000536262
140,0.000402197
141,0.000402197
142,0.000402197
143,0.000536262
144,0.000402197
145,0.000402197
146,0.000402197
147,0.000536262
148,0.000536262
149,0.000402197
150,0.000536262
151,0.000536262
152,0.000402197
153,0.000536262
154,0.000536262
155,0.000268131
156,0.000402197
157,0.000536262
158,0.000536262
159,0.000536262
160,0.000402197
161,0.000402197
162,0.000536262
163,0.000402197
164,0.000536262
165,0.000536262
166,0.000536262
167,0.000402197
168,0.000402197
169,0.000268131
170,0.000268131
171,0.000536262
172,0.000536262
173,0.000536262
174,0.000536262
175,0.000536262
176,0.000402197
177,0.000536262
178,0.000536262
179,0.000670328
180,0.000536262
181,0.000536262
182,0.000536262
183,0.000536262
184,0.000536262
185,0.000402197
186,0.000402197
187,0.000402197
188,0.000536262
189,0.000536262
190,0.000402197
191,0.000536262
192,0.000536262
193,0.000536262
194,0.000402197
195,0.000536262
196,0.000402197
197,0.000402197
198,0.000402197
199,0.000536262
200,0.000402197
201,0.000402197
202,0.000536262
203,0.000536262
204,0.000402197
205,0.000536262
206,0.000402197
207,0.000402197
208,0.000536262
209,0.000402197
210,0.000402197
211,0.000402197
212,0.000402197
213,0.000402197
214,0.000402197
215,0.000402197
216,0.000402197
217,0.000536262
218,0.000402197
219,0.000402197
220,0.000402197
221,0.000402197
222,0.000402197
223,0.000536262
224,0.000536262
225,0.000402197
226,0.000402197
227,0.000402197
228,0.000670328
229,0.000536262
230,0.000536262
231,0.000536262
232,0.000536262
233,0.000536262
234,0.000536262
235,0.000536262
236,0.000402197
237,0.000402197
238,0.000536262
239,0.000536262
240,0.000402197
241,0.000536262
242,0.000402197
243,0.000536262
244,0.000402197
245,0.000402197
246,0.000268131
247,0.000670328
248,0.000536262
249,0.000536262
250,0.000536262
251,0.000536262
252,0.000670328
253,0.000536262
254,0.000402197
255,0.000402197
256,0.000402197
257,0.000402197
258,0.000402197
259,0.000536262
260,0.000536262
261,0.000536262
262,0.000670328
263,0.000536262
264,0.000536262
265,0.000536262
266,0.000402197
267,0.000402197
268,0.000402197
269,0.000402197
270,0.000402197
271,0.000402197
272,0.000402197
273,0.000536262
274,0.000536262
275,0.000536262
276,0.000536262
277,0.000536262
278,0.000402197
279,0.000402197
280,0.000402197
281,0.000402197
282,0.000402197
283,0.000402197
284,0.000536262
285,0.000536262
286,0.000536262
287,0.000536262
288,0.000536262
289,0.000536262
290,0.000402197
291,0.000402197
292,0.000536262
293,0.000402197
294,0.000402197
295,0.000402197
296,0.000402197
297,0.000402197
298,0.000402197
299,0.000536262
300,0.000402197
301,0.000402197
302,0.000402197
303,0.000402197
304,0.000536262
305,0.000402197
306,0.000536262
307,0.000536262
308,0.000536262
309,0.000536262
310,0.000536262
311,0.000536262
312,0.000536262
313,0.000536262
314,0.000402197
315,0.000402197
316,0.000536262
317,0.000402197
318,0.000536262
319,0.000536262
320,0.000402197
321,0.000402197
322,0.000536262
323,0.000536262
324,0.000536262
325,0.000536262
326,0.000536262
327,0.000402197
328,0.000402197
329,0.000536262
330,0.000536262
331,0.000402197
332,0.000402197
333,0.000402197
334,0.000536262
335,0.000536262
336,0.000536262
337,0.000536262
338,0.000536262
339,0.000402197
340,0.000536262
341,0.000536262
342,0.000402197
343,0.000536262
344,0.000536262
345,0.000402197
346,0.000536262
347,0.000670328
348,0.000536262
349,0.000536262
350,0.000536262
351,0.000402197
352,0.000402197
353,0.000536262
354,0.000402197
355,0.000402197
356,0.000402197
357,0.000536262
358,0.000536262
359,0.000402197
360,0.000536262
361,0.000402197
362,0.000402197
363,0.000670328
364,0.000402197
365,0.000536262
366,0.000536262
367,0.000402197
368,0.000536262
369,0.000536262
370,0.000402197
371,0.000536262
372,0.000536262
373,0.000402197
374,0.000402197
375,0.000402197
376,0.000402197
377,0.000536262
378,0.000536262
379,0.000536262
380,0.000402197
381,0.000402197
382,0.000402197
383,0.000536262
384,0.000402197
385,0.000402197
386,0.000402197
387,0.000536262
388,0.000536262
389,0.000536262
390,0.000402197
391,0.000536262
392,0.000536262
393,0.000402197
394,0.000536262
395,0.000402197
396,0.000536262
397,0.000536262
398,0.000536262
399,0.000536262
400,0.000536262
401,0.000402197
402,0.000402197
403,0.000402197
404,0.000402197
405,0.000402197
406,0.000536262
407,0.000536262
408,0.000536262
409,0.000536262
410,0.000268131
411,0.000268131
412,0.000536262
413,0.000536262
414,0.000536262
415,0.000402197
416,0.000536262
417,0.000402197
418,0.000536262
419,0.000536262
420,0.000536262
421,0.000402197
422,0.000402197
423,0.000402197
424,0.000402197
425,0.000402197
426,0.000402197
427,0.000402197
428,0.000536262
429,0.000536262
430,0.000536262
431,0.000536262
432,0.000670328
433,0.000536262
434,0.000536262
435,0.000402197
436,0.000536262
437,0.000670328
438,0.000536262
439,0.000536262
440,0.000402197
441,0.000536262
442,0.000536262
443,0.000536262
444,0.000402197
445,0.000402197
446,0.000402197
447,0.000402197
448,0.000536262
449,0.000402197
450,0.000402197
451,0.000402197
452,0.000402197
453,0.000402197
454,0.000402197
455,0.000402197
456,0.000134066
457,0.000670328
458,0.000670328
459,0.000402197
460,0.000536262
461,0.000670328
462,0.000268131
463,0.000670328
464,0.000670328
465,0.000670328
466,0.000402197
467,0.000670328
468,0.000536262
469,0.000536262
470,0.000402197
471,0.000402197
472,0.000536262
473,0.000536262
474,0.000670328
475,0.000670328
476,0.000402197
477,0.000268131
478,0.000402197
479,0.000536262
480,0.000402197
481,0.000670328
482,0.000536262
483,0.000536262
484,0.000536262
485,0.000402197
486,0.000402197
487,0.000402197
488,0.000402197
489,0.000402197
490,0.000536262
491,0.000536262
492,0.000536262
493,0.000536262
494,0.000536262
495,0.000536262
496,0.000402197
497,0.000536262
498,0.000402197
499,0.000536262
500,0.000536262
501,0.000536262
502,0.000536262
503,0.000670328
504,0.000402197
505,0.000402197
506,0.000536262
507,0.000402197
508,0.000402197
509,0.000402197
510,0.000402197
511,0.000536262
512,0.000402197
513,0.000402197
514,0.000402197
515,0.000402197
516,0.000536262
517,0.000536262
518,0.000402197
519,0.000402197
520,0.000402197
521,0.000536262
522,0.000402197
523,0.000402197
524,0.000536262
525,0.000402197
526,0.000536262
527,0.000402197
528,0.000402197
529,0.000536262
530,0.000536262
531,0.000670328
532,0.000804393
533,0.000804393
534,0.000670328
535,0.000670328
536,0.000670328
537,0.000536262
538,0.000402197
539,0.000402197
540,0.000268131
541,0.000402197
542,0.000536262
543,0.000536262
544,0.000536262
545,0.000536262
546,0.000536262
547,0.000268131
548,0.000402197
549,0.000402197
550,0.000536262
551,0.000402197
552,0.000536262
553,0.000268131
554,0
555,0
556,0.000134066
557,0.000268131
558,0.000134066
559,-0.000134066
560,0.000134066
561,0.000938459
562,0.000268131
563,0.000134066
564,0.000938459
565,0.00120659
566,0.000134066
567,0
568,0.000268131
569,0.000134066
570,0.000134066
571,0.000536262
572,0.000402197
573,0.000804393
574,0.00120659
575,0.000670328
576,0.000536262
577,0.00107252
578,0.000134066
579,-0.000268131
580,0.00120659
581,0.00187692
582,0.00107252
583,0.000536262
584,0.000402197
585,0.000134066
586,0.000268131
587,0
588,-0.000402197
589,0.000134066
590,0.00107252
591,0.000938459
592,0.000938459
593,0.000536262
594,0.00107252
595,0.00107252
596,0.000402197
597,0.000268131
598,0.000402197
599,-0.000268131
600,0
601,0.00160879
602,0.00187692
603,0.00134066
604,0.00147472
605,0.000670328
606,0
607,0
608,-0.000536262
609,0
610,0.000670328
611,0.000402197
612,0.000402197
613,0.000938459
614,0.000670328
615,0.000402197
616,0.000670328
617,0.000804393
618,0.000402197
619,-0.000134066
620,0
621,0.000804393
622,0.000536262
623,0.000402197
624,0.000402197
625,0.000536262
626,0.000134066
627,-0.000134066
628,0.000402197
629,0.000938459
630,0.000804393
631,0.000804393
632,0.00147472
633,0.00147472
634,0.000402197
635,-0.000670328
636,-0.000268131
637,0.000938459
638,0.00120659
639,0.00120659
640,0.00120659
641,0.00134066
642,0.000670328
643,0.000268131
644,0.000134066
645,0.000134066
646,-0.000134066
647,-0.000402197
648,-0.000536262
649,-0.000804393
650,-0.000804393
651,-0.000670328
652,0
653,0.000402197
654,-0.000402197
655,-0.00120659
656,-0.00107252
657,-0.000804393
658,-0.000268131
659,0
660,-0.000134066
661,0
662,0.000268131
663,0.00107252
664,0.000804393
665,0.000134066
666,-0.000268131
667,-0.000804393
668,-0.00174285
669,-0.00214505
670,-0.00134066
671,0
672,0.00160879
673,0.00254724
674,0.00321757
675,0.0038879
676,0.00442416
677,0.00536262
678,0.00643515
679,0.00723954
680,0.0073736
681,0.00603295
682,0.00415603
683,0.00335164
684,0.00375383
685,0.0042901
686,0.00375383
687,0.00254724
688,0.00120659
689,0.000134066
690,-0.00120659
691,-0.00214505
692,-0.00187692
693,-0.00147472
694,-0.00120659
695,-0.00201098
696,-0.00268131
697,-0.00214505
698,-0.00268131
699,-0.00375383
700,-0.00361977
701,-0.00335164
702,-0.00281538
703,-0.00187692
704,-0.000938459
705,-0.00120659
706,-0.00160879
707,-0.00107252
708,-0.000670328
709,-0.000804393
710,-0.000134066
711,0.000268131
712,0.000536262
713,0.000402197
714,0.000402197
715,0.000402197
716,0.000536262
717,0.000536262
718,0.000268131
719,0
720,0
721,0.000402197
722,0.00120659
723,0.00107252
724,0.000670328
725,0.00107252
726,0.000804393
727,0
728,0
729,0.000938459
730,0.00134066
731,0.00107252
732,0.00107252
733,0.000804393
734,0.000804393
735,0.00120659
736,0.00147472
737,0.00134066
738,0.00160879
739,0.00160879
740,0.00134066
741,0.000938459
742,0.000804393
743,0.000402197
