t,d
1,0.000266784
2,0.000266784
3,0.000266784
4,0.000266784
5,0.000533568
6,0.000266784
7,0.000266784
8,0.000266784
9,0.000266784
10,0.000266784
11,0.000266784
12,0.000533568
13,0.000266784
14,0.000266784
15,0.000266784
16,0.000266784
17,0.000266784
18,0.000533568
19,0.000266784
20,0.000266784
21,0.000266784
22,0.000266784
23,0.000266784
24,0.000266784
25,0.000266784
26,0.000266784
27,0.000266784
28,0.000266784
29,0.000266784
30,0.000533568
31,0.000266784
32,0.000266784
33,0.000533568
34,0.000266784
35,0.000266784
36,0.000266784
37,0.000533568
38,0.000533568
39,0.000266784
40,0
41,0
42,0
43,0.000266784
44,0.000266784
45,0.000533568
46,0.000533568
47,0.000266784
48,0.000266784
49,0
50,0.000266784
51,0.000533568
52,0.000266784
53,0.000533568
54,0.000533568
55,0.000266784
56,0.000266784
57,0.000266784
58,0
59,0.000533568
60,0.000533568
61,0.000533568
62,0.000266784
63,0.000266784
64,0
65,0.000266784
66,0.000266784
67,0.000266784
68,0.000533568
69,0.000266784
70,0.000266784
71,0
72,0.000266784
73,0.000533568
74,0.000533568
75,0.000266784
76,0.000266784
77,0
78,0.000533568
79,0.000266784
80,0.000533568
81,0.000266784
82,0.000266784
83,0.000266784
84,0.000266784
85,0.000266784
86,0.000266784
87,0.000533568
88,0.000266784
89,0.000266784
90,0.000266784
91,0
92,0.000266784
93,0.000266784
94,0.000266784
95,0.000266784
96,0.000266784
97,0.000266784
98,0.000266784
99,0.000266784
100,0.000266784
101,0.000533568
102,0.000533568
103,0.000266784
104,0.000266784
105,0.000266784
106,0.000266784
107,0.000266784
108,0.000266784
109,0.000266784
110,0.000266784
111,0.000266784
112,0.000266784
113,0.000266784
114,0.000266784
115,0.000266784
116,0.000266784
117,0.000266784
118,0.000533568
119,0.000533568
120,0.000266784
121,0.000266784
122,0.000266784
123,0.000533568
124,0.000533568
125,0.000533568
126,0.000533568
127,0.000266784
128,0.000266784
129,0.000266784
130,0.000533568
131,0.000533568
