t,d
1,0.0005338
2,0.000467075
3,0.00040035
4,0.00040035
5,0.0002669
6,0.000333625
7,0.000467075
8,0.0005338
9,0.0005338
10,0.000200175
11,0.000200175
12,0.000200175
13,0.0002669
14,0.0002669
15,0.0002669
16,0.0002669
17,0.000333625
18,0.000333625
19,0.000333625
20,0.000333625
21,0.0002669
22,0.000200175
23,0.00013345
24,0.0002669
25,0.000200175
26,0.000467075
27,0.00040035
28,0.0002669
29,0.000333625
30,0.0002669
31,0.000333625
32,0.000200175
33,0.00013345
34,0.00013345
35,0.000333625
36,0.00040035
37,0.0005338
38,0.000467075
39,0.00040035
40,0.000333625
41,0.0002669
42,0.0002669
43,0.000200175
44,0.0002669
45,0.000200175
46,6.6725e-05
47,0.0002669
48,0.00040035
49,0.0002669
50,0.00040035
51,0.000333625
52,0.000333625
53,0.000333625
54,0.0002669
55,0.0002669
56,0.0002669
57,0.0002669
58,0.00040035
59,0.0002669
60,0.000200175
61,0.00040035
62,0.0002669
63,0.00040035
64,0.000467075
65,0.0005338
66,0.0005338
67,0.000333625
68,0.000333625
69,0.000200175
70,0.0002669
71,0.0002669
72,0.000200175
73,0.00013345
74,0.000200175
75,0.000333625
76,0.000333625
77,0.000333625
78,0.000333625
79,0.000333625
80,0.00040035
81,0.0002669
82,0.000333625
83,0.0002669
84,0.000200175
85,0.0002669
86,0.0002669
87,0.00040035
88,0.00040035
89,0.000333625
90,0.0002669
91,0.000200175
92,6.6725e-05
93,0.0002669
94,0.000333625
95,0.000333625
96,0.000333625
97,0.0002669
98,0.000333625
99,0.000333625
100,0.000467075
101,0.0005338
102,0.000467075
103,0.000333625
104,0.0002669
105,0.000333625
106,0.000333625
107,0.000333625
108,0.00040035
109,0.0002669
110,0.000200175
111,0.000200175
112,0.000333625
113,0.000467075
114,0.00040035
115,0.0005338
116,0.000467075
117,0.000467075
118,0.00040035
119,0.0002669
120,0.00013345
121,0.0002669
122,0.000333625
123,0.0002669
124,0.000333625
125,0.000333625
126,0.0002669
127,0.0002669
128,0.000200175
129,0.000333625
130,0.0002669
131,0.0002669
132,0.000200175
133,0.00013345
134,0.00013345
135,0.0002669
136,0.000467075
137,0.0005338
138,0.000467075
139,0.0002669
140,0.000200175
141,0.0002669
142,0.00040035
143,0.00040035
144,0.00040035
145,0.000333625
146,0.000200175
147,0.00013345
148,0.00013345
149,0.000333625
150,0.00040035
151,0.000333625
