t,d
1,0.00040035
2,0.000333625
3,0.0002669
4,0.0002669
5,0.0002669
6,0.000200175
7,0.00040035
8,0.000467075
9,0.0005338
10,0.000467075
11,0.000467075
12,0.000333625
13,0.00040035
14,0.000333625
15,0.0002669
16,0.000200175
17,0.000200175
18,0.000333625
19,0.000333625
20,0.000467075
21,0.000467075
22,0.000333625
23,0.000467075
24,0.0002669
25,0.00013345
26,0
27,0.0002669
28,0.000333625
29,0.0002669
30,0.000333625
31,0.000333625
32,0.0002669
33,0.000200175
34,0.000200175
35,0.0002669
36,0.000200175
37,0.000333625
38,0.000200175
39,0.00040035
40,0.000333625
41,0.00040035
42,0.000200175
43,0.000333625
44,0.000200175
45,0.0002669
46,0.0002669
47,0.00040035
48,0.00040035
49,0.000467075
50,0.00040035
51,0.00040035
52,0.000333625
53,0.0002669
54,0.000333625
55,6.6725e-05
56,0.00013345
57,0.00013345
58,0.000200175
59,0.00040035
60,0.000333625
61,0.000467075
62,0.0002669
63,0.000333625
64,0.00040035
65,0.000200175
66,0
67,6.6725e-05
68,0.00013345
69,0.00040035
70,0.0005338
71,0.000333625
72,0.000333625
73,0.000333625
74,0.000200175
75,0.0002669
76,0.00013345
77,0.000200175
78,0.00013345
79,0.000200175
80,0.000200175
81,0.000333625
82,0.0002669
83,0.00040035
84,0.00040035
85,0.00040035
86,0.0002669
87,0.000200175
88,0.0002669
89,0.000333625
90,0.0002669
91,0.000200175
92,0.0002669
93,0.0002669
94,0.0002669
95,6.6725e-05
96,0.00013345
97,0.000333625
98,0.00040035
99,0.000467075
100,0.000467075
101,0.0005338
102,0.000333625
103,0.000467075
104,0.00040035
105,0.000333625
106,0.00013345
107,0.00013345
108,0.00013345
109,0.0002669
110,0.000333625
111,0.000467075
112,0.0005338
113,0.0005338
114,0.0005338
115,0.000333625
116,0.0002669
117,0.000200175
118,0.000333625
119,0.000600525
120,0.00040035
121,0.000467075
122,0.000333625
123,0.000333625
124,0.000333625
125,0.000333625
126,0.00040035
127,0.000333625
128,0.0002669
129,0.000200175
130,0.0002669
131,0.0002669
132,0.000333625
133,0.00040035
134,0.000333625
135,0.000200175
136,0
137,0.000200175
138,0.000200175
139,0.000333625
140,0.000467075
141,0.000467075
142,0.000333625
143,0.00040035
144,0.000333625
145,0.00040035
146,0.00040035
147,0.0005338
148,0.000467075
149,0.00040035
150,0.0002669
151,0.0002669
152,0
153,0.000200175
154,0.0002669
155,0.00040035
156,0.00013345
157,6.6725e-05
158,0.00013345
159,0.0002669
160,0.000333625
161,0.000467075
162,0.000333625
163,0.000467075
164,0.000467075
165,0.000333625
166,0.000333625
167,0.0002669
168,0.000200175
169,0.000200175
170,0.0002669
171,0.000200175
172,0.00013345
173,0.0002669
174,0.000333625
175,0.000333625
176,0.0002669
177,0.000333625
178,0.00040035
179,0.0005338
180,0.000333625
181,0.000333625
182,6.6725e-05
183,0
184,0
185,0
186,0
187,0.000467075
188,0.00040035
189,0.0005338
190,0.000467075
191,0.00040035
192,0.000200175
193,0.00040035
194,0.000333625
195,0.000200175
196,0.0002669
197,0.00040035
198,0.000200175
199,0.0002669
200,0.00040035
201,0.00040035
202,0.0002669
203,0.0002669
204,0.0002669
205,0.000200175
206,0.000200175
207,0.000333625
208,0.00040035
209,0.000467075
210,0.000333625
211,0.0002669
212,0.0002669
213,0.0002669
214,6.6725e-05
215,0.00013345
216,0.000200175
217,0.000333625
